exchange,market_type,symbol,timestamp_ms,sum_open_interest,sum_open_interest_value
binance,usdm_futures,ETHUSDT,1779279300000,2241111.12900000,4773473618.13502400
binance,usdm_futures,ETHUSDT,1779280200000,2238037.78200000,4767781408.50588000
binance,usdm_futures,ETHUSDT,1779281100000,2238998.40100000,4771474958.00503600
binance,usdm_futures,ETHUSDT,1779282000000,2232415.01600000,4762165387.98104000
binance,usdm_futures,ETHUSDT,1779282900000,2233642.27300000,4757881405.71730000
binance,usdm_futures,ETHUSDT,1779283800000,2232072.77200000,4745096543.81164000
binance,usdm_futures,ETHUSDT,1779284700000,2213075.36400000,4693047616.89840000
binance,usdm_futures,ETHUSDT,1779285600000,2217850.81600000,4701267088.70784000
binance,usdm_futures,ETHUSDT,1779286500000,2218525.59800000,4707952398.74504500
binance,usdm_futures,ETHUSDT,1779287400000,2219859.91300000,4728567997.87956000
